Name,ID
Curved Club,00A84DF0
Curved Great Club,00B85380
Curved Sword Talisman,20000898
D's Bell Bearing,400022D3
Daedicar's Woe,200017AC
Dagger Talisman,2000082A
Dagger,000F4240
Dancer's Bracer,104D8488
Dancer's Castanets,40001FE8
Dancer's Dress (Altered),104D880C
Dancer's Dress,104D8424
Dancer's Hood,104D83C0
Dancer's Trousers,104D84EC
Dancing Blade of Ranah,0072BF00
Dane's Footwork,039B4F30
Dane's Hat,102DC6C0
Dappled Cured Meat,40000474
Dappled White Cured Meat,4000053C
Dark Moon Greatsword,002F2650
Dark Moon Ring,40001FB9
Darkness,40001982
Deadly Poison Perfume Bottle,03AB06A0
Death Knight Armor,104F58E4
Death Knight Gauntlets,104F5948
Death Knight Greaves,104F59AC
Death Knight Helm,104F5880
Death Knight's Longhaft Axe,00EC82E0
Death Knight's Twin Axes,00DD67B0
Death Lightning,400013B0
Death Mask Helm,104F1230
Death Ritual Spear,00F5F8C0
Death's Poker,0030D400
Deathbed Dress,101D7374
Deathroot,4000082A
Dectus Medallion (Left),40001FA9
Dectus Medallion (Right),40001FAA
Deep-Purple Lily,401ED2AE
Deflecting Hardtear,401EAFBE
Demi-Human Ashes +1,40039211
Demi-Human Ashes +10,4003921A
Demi-Human Ashes +2,40039212
Demi-Human Ashes +3,40039213
Demi-Human Ashes +4,40039214
Demi-Human Ashes +5,40039215
Demi-Human Ashes +6,40039216
Demi-Human Ashes +7,40039217
Demi-Human Ashes +8,40039218
Demi-Human Ashes +9,40039219
Demi-Human Ashes,40039210
Demi-Human Queen's Staff,01F874A0
Demi-Human Swordsman Yosh,4021A930
Depraved Perfumer Carmaan +1,40034BC1
Depraved Perfumer Carmaan +10,40034BCA
Depraved Perfumer Carmaan +2,40034BC2
Depraved Perfumer Carmaan +3,40034BC3
Depraved Perfumer Carmaan +4,40034BC4
Depraved Perfumer Carmaan +5,40034BC5
Depraved Perfumer Carmaan +6,40034BC6
Depraved Perfumer Carmaan +7,40034BC7
Depraved Perfumer Carmaan +8,40034BC8
Depraved Perfumer Carmaan +9,40034BC9
Depraved Perfumer Carmaan,40034BC0
Depraved Perfumer Gloves,10083E28
Depraved Perfumer Headscarf,10083D60
Depraved Perfumer Robe (Altered),100841AC
Depraved Perfumer Robe,10083DC4
Depraved Perfumer Trousers,10083E8C
Devonia's Hammer,016694E0
Devourer's Scepter,00BA2840
Dewgem,401ED2A5
Dewkissed Herba,400050E6
Dexterity-knot Crystal Tear,40002B0E
Diallos's Mask,1009EEF8
Digger's Staff,01F95F00
Dirty Chainmail,10102D04
Discarded Palace Key,40002007
Discus of Light,40001A2C
Dismounter,007A6020
Distinguished Greatshield,01E89620
Divine Beast Head,1050B810
Divine Beast Helm,105023A0
Divine Beast Tornado,401EA2B2
Divine Beast Warrior Armor,10502404
Divine Bird Feathers,401EA2BC
Divine Bird Helm,10502788
Divine Bird Warrior Armor,105027EC
Divine Bird Warrior Gauntlets,10502850
Divine Bird Warrior Greaves,105028B4
Divine Bird Warrior Ornis,4021C488
Divine Fortification,40001950
Dolores the Sleeping Arrow Puppet +1,4003FF71
Dolores the Sleeping Arrow Puppet +10,4003FF7A
Dolores the Sleeping Arrow Puppet +2,4003FF72
Dolores the Sleeping Arrow Puppet +3,4003FF73
Dolores the Sleeping Arrow Puppet +4,4003FF74
Dolores the Sleeping Arrow Puppet +5,4003FF75
Dolores the Sleeping Arrow Puppet +6,4003FF76
Dolores the Sleeping Arrow Puppet +7,4003FF77
Dolores the Sleeping Arrow Puppet +8,4003FF78
Dolores the Sleeping Arrow Puppet +9,4003FF79
Dolores the Sleeping Arrow Puppet,4003FF70
Domain of Dragons Painting,401EA48A
Dragon Communion Flesh,401E88CC
Dragon Communion Grease,401E8A48
Dragon Communion Harpoon,401E8B2E
Dragon Communion Seal,02080500
Dragon Cult Prayerbook,400022A0
Dragon Greatclaw,015FDE20
Dragon Halberd,0114CB60
Dragon Heart,4000274C
Dragon King's Cragblade,005C29C0
Dragon Towershield,01E84800
Dragon's Calorbloom,401ED2B7
Dragon-Hunter's Great Katana,03F6DCB0
Dragonbolt Blessing,40001B3B
Dragonbolt Grease,401E8A02
Dragonbolt of Florissax,401E9F7E
Dragonclaw Shield,01E8E440
Dragonclaw,40001B94
Dragoncrest Greatshield Talisman,20000FA3
Dragoncrest Shield Talisman +1,20000FA1
Dragoncrest Shield Talisman +2,20000FA2
Dragoncrest Shield Talisman,20000FA0
Dragonfire,40001B58
Dragonice,40001B6C
Dragonmaw,40001BA8
Dragonscale Blade,008A65B0
Dragonscale Flesh,401E88D1
Dragonwound Grease,400005C8
Drake Knight Armor (Altered),1000EEAC
Drake Knight Armor,1000EAC4
Drake Knight Gauntlets,1000EB28
Drake Knight Greaves,1000EB8C
Drake Knight Helm (Altered),1000EE48
Drake Knight Helm,1000EA60
Drawing-Room Key,40001FC6
Drawstring Blood Grease,40000604
Drawstring Dragonbolt Grease,401E8A66
Drawstring Eternal Sleep Grease,401E8A8E
Drawstring Fire Grease,400005DC
Drawstring Golden Grease,401E8A7A
Drawstring Holy Grease,400005FA
Drawstring Lightning Grease,400005E6
Drawstring Magic Grease,400005F0
Drawstring Messmerfire Grease,401E8A5C
Drawstring Poison Grease,40000618
Drawstring Rot Grease,40000636
Drawstring Royal Magic Grease,401E8A70
Drawstring Soporific Grease,4000060E
Dried Bouquet,20001FA4
Dryleaf Arm Wraps,102DC788
Dryleaf Arts,039B2820
Dryleaf Cuissardes,102DC7EC
Dryleaf Robe (Altered),102DCB0C
Dryleaf Robe,102DC724
Dryleaf Seal,020E6DA0
Dueling Shield,03B9ACA0
Duelist Greataxe,015F9000
Duelist Greaves,1004BC1C
Duelist Helm,1004BAF0
Duelist's Furled Finger,40000065
Duelist's Furled Finger,400000AB
Dung Eater Puppet +1,4003F7A1
Dung Eater Puppet +10,4003F7AA
Dung Eater Puppet +2,4003F7A2
Dung Eater Puppet +3,4003F7A3
Dung Eater Puppet +4,4003F7A4
Dung Eater Puppet +5,4003F7A5
Dung Eater Puppet +6,4003F7A6
Dung Eater Puppet +7,4003F7A7
Dung Eater Puppet +8,4003F7A8
Dung Eater Puppet +9,4003F7A9
Dung Eater Puppet,4003F7A0
Dwelling Arrow,02FC7720
Eccentric's Armor,100E5844
Eccentric's Breeches,100E590C
Eccentric's Hood (Altered),100E5BC8
Eccentric's Hood,100E57E0
Eccentric's Manchettes,100E58A8
Eclipse Crest Greatshield,01EBF180
Eclipse Crest Heater Shield,01DDC0B0
Eclipse Shotel,006C5660
Ekzykes's Decay,40001B77
Elden Lord Armor (Altered),1007092C
Elden Lord Armor,10070544
Elden Lord Bracers,100705A8
Elden Lord Crown,100704E0
Elden Lord Greaves,1007060C
Elden Remembrance,40000B93
Elden Stars,40001A40
Electrify Armament,40001B30
Electrocharge,401E9F88
Eleonora's Poleblade,009959D0
Ember of Messmer,401ED2BE
Empyrean-Blood Burgeon,401ED2B9
Enraged Divine Beast,20001FF4
Envoy Crown,100C8320
Envoy's Greathorn,015F68F0
Envoy's Horn,00A95F60
Envoy's Long Horn,00B98C00
Erdleaf Flower,400050C8
Erdsteel Dagger,00118C30
Erdtree Bow,02721170
Erdtree Codex,4000229D
Erdtree Greatbow,028153B0
Erdtree Greatshield,01E98080
Erdtree Heal,40001918
Erdtree Prayerbook,4000229C
Erdtree Seal,0207DDF0
Erdtree Surcoat,101A3F24
Erdtree's Favor +1,20000411
Erdtree's Favor +2,20000412
Erdtree's Favor,20000410
Errant Sorcerer Boots,100F1C5C
Errant Sorcerer Manchettes,100F1BF8
Errant Sorcerer Robe (Altered),100F1F7C
Errant Sorcerer Robe,100F1B94
Estoc,004C4B40
Eternal Darkness,4000122A
Eternal Sleep Grease,401E8A2A
Eternal Sleep Pot,401E8764
Euporia,00A037A0
Exalted Flesh,400004BA
Executioner's Greataxe,00E61A40
Exile Armor,1002E694
Exile Gauntlets,1002E6F8
Exile Greaves,1002E75C
Exile Hood,1002E630
Explosive Bolt,031A5F60
Explosive Ghostflame,40001392
Explosive Greatbolt,03290560
Explosive Stone Clump,40000727
Explosive Stone,40000726
Eye of Yelough,40005104
Eye Surcoat,1010CD2C
Faded Erdleaf Flower,400050B4
Faith-knot Crystal Tear,40002B10
Faithful's Canvas Talisman,20000BE0
Falchion,006ACFC0
Fallingstar Beast Jaw,01602C40
Falx,007297F0
Family Heads,00C6AB60
Fan Daggers,400006D6
Fang Helm,104C9D48
Fanged Imp Ashes +1,400318F9
Fanged Imp Ashes +10,40031902
Fanged Imp Ashes +2,400318FA
Fanged Imp Ashes +3,400318FB
Fanged Imp Ashes +4,400318FC
Fanged Imp Ashes +5,400318FD
Fanged Imp Ashes +6,400318FE
Fanged Imp Ashes +7,400318FF
Fanged Imp Ashes +8,40031900
Fanged Imp Ashes +9,40031901
Fanged Imp Ashes,400318F8
Fell Omen Cloak,101005F4
Festering Bloody Finger,4000006F
Festering Bloody Finger,400000B7
Festive Garb (Altered),100C394C
Festive Garb,100C3564
Festive Grease,401E8AC0
Festive Hood (Altered),100C38E8
Festive Hood,100C3500
Fetid Pot,4000014A
Fia's Hood,101D9A20
Fia's Mist,4000139C
Fia's Robe (Altered),101D9E6C
Fia's Robe,101D9A84
Fine Crucible Feather Talisman,20001F4A
Finger Maiden Fillet,100DC370
Finger Maiden Robe (Altered),100DC7BC
Finger Maiden Robe,100DC3D4
Finger Maiden Shoes,100DC49C
Finger Maiden Therolina Puppet +1,4003FB89
Finger Maiden Therolina Puppet +10,4003FB92
Finger Maiden Therolina Puppet +2,4003FB8A
Finger Maiden Therolina Puppet +3,4003FB8B
Finger Maiden Therolina Puppet +4,4003FB8C
Finger Maiden Therolina Puppet +5,4003FB8D
Finger Maiden Therolina Puppet +6,4003FB8E
Finger Maiden Therolina Puppet +7,4003FB8F
Finger Maiden Therolina Puppet +8,4003FB90
Finger Maiden Therolina Puppet +9,4003FB91
Finger Maiden Therolina Puppet,4003FB88
Finger Mimic,401ED2B8
Finger Robe,104D3DD4
Finger Seal,0206CC80
Finger Severer,40000067
Finger-Weaver's Cookbook [1],401EA8FE
Finger-Weaver's Cookbook [2],401EA8DC
Fingercreeper Ashes,4021D428
Fingerprint Armor (Altered),100E833C
Fingerprint Armor,100E7F54
Fingerprint Gauntlets,100E7FB8
Fingerprint Grape,40001FBE
Fingerprint Greaves,100E801C
Fingerprint Helm,100E7EF0
Fingerprint Nostrum,401E88D6
Fingerprint Stone Shield,01EA43D0
Fingerslayer Blade,40001FDF
Fire Arrow,02FB1790
Fire Blossom,400050CA
Fire Coil,401E90EC
Fire Grease,40000578
Fire Knight Armor (Altered),104F0EAC
Fire Knight Armor,104F0AC4
Fire Knight Gauntlets,104F0B28
Fire Knight Greaves,104F0B8C
Fire Knight Helm,104F0A60
Fire Knight Hilde,40219D78
Fire Knight Queelign,4021D810
Fire Knight's Cookbook [1],401EA8EF
Fire Knight's Cookbook [2],401EA8FC
Fire Knight's Greatsword,0044F840
Fire Knight's Seal,020E94B0
Fire Knight's Shortsword,00170A70
Fire Monk Armor,10055794
Fire Monk Ashes +1,400376B9
Fire Monk Ashes +10,400376C2
Fire Monk Ashes +2,400376BA
Fire Monk Ashes +3,400376BB
Fire Monk Ashes +4,400376BC
Fire Monk Ashes +5,400376BD
Fire Monk Ashes +6,400376BE
Fire Monk Ashes +7,400376BF
Fire Monk Ashes +8,400376C0
Fire Monk Ashes +9,400376C1
Fire Monk Ashes,400376B8
Fire Monk Gauntlets,100557F8
Fire Monk Greaves,1005585C
Fire Monk Hood,10055730
Fire Monks' Prayerbook,40002297
Fire Pot,4000012C
Fire Prelate Armor (Altered),1005828C
Fire Prelate Armor,10057EA4
Fire Prelate Gauntlets,10057F08
Fire Prelate Greaves,10057F6C
Fire Prelate Helm,10057E40
Fire Scorpion Charm,200007E4
Fire Serpent,401EA2F8
Fire Spritestone,401E90F6
Fire's Deadly Sin,40001EDC
Firebone Arrow (Fletched),02FCEC50
Firebone Arrow,02FD1360
Firebone Bolt,031AFBA0
Fireproof Dried Liver,40000488
Fireproof Pickled Liver,401E88EA
Firespark Perfume Bottle,03AA6A60
Flail,00C68450
Flamberge,002E8A10
Flame Crest Wooden Shield,01DCFD60
Flame Fortification,40001932
Flame of the Fell God,400017DE
Flame Sling,4000177A
Flame, Cleanse Me,40001798
Flame, Fall Upon Them,40001784
Flame, Grant Me Strength,400017A2
Flame, Protect Me,400017AC
Flame-Shrouding Cracked Tear,40002B14
Flamedrake Talisman +1,20000FB5
Flamedrake Talisman +2,20000FB6
Flamedrake Talisman +3,20001BBC
Flamedrake Talisman,20000FB4
Flaming Bolt,031C5B30
Flask of Wondrous Physick,400000FA
Flask of Wondrous Physick,400000FB
Fleeting Microcosm,401EA172
Flight Pinion,40003AD4
Flightless Bird Painting,4000200D
Flock's Canvas Talisman,20000BEA
Flowerstone Gavel,00AF79E0
Flowing Curved Sword,006BBA20
Fly Mold,401EBF40
Foot Soldier Cap,101BEC70
Foot Soldier Gauntlets,101BED38
Foot Soldier Greaves,101BED9C
Foot Soldier Helm,101C61A0
Foot Soldier Helmet,101C1380
Foot Soldier Tabard,101C13E4
Forager Brood Cookbook [1],401EA8D6
Forager Brood Cookbook [2],401EA8D7
Forager Brood Cookbook [3],401EA8D8
Forager Brood Cookbook [4],401EA8D9
Forager Brood Cookbook [5],401EA8DA
Forager Brood Cookbook [6],401EA8D5
Forager Brood Cookbook [7],401EA8F5
Forked Greatsword,002DEDD0
Forked Hatchet,00D5C690
Forked-Tongue Hatchet,00DDDCE0
Formic Rock,40005174
Fortissax's Lightning Spear,40001B1D
Founding Rain of Stars,40001072
Four-Toed Fowl Foot,40003AE8
Freezing Grease,400005BE
Freezing Mist,40001144
Freezing Pot,40000168
Frenzied Burst,40001C98
Frenzied Flame Pot,401E8746
Frenzied Flame Seal,02082C10
Frenzyflame Perfume Bottle,03AAB880
Frenzyflame Stone,40000CEF
Freyja's Armor (Altered),104E244C
Freyja's Armor,104E2064
Freyja's Gauntlets,104E20C8
Freyja's Greatsword,0081DA30
Freyja's Greaves,104E212C
Freyja's Helm,104E2000
Frozen Armament,4000118A
Frozen Lightning Spear,40001B09
Frozen Maggot,401ED2AD
Frozen Needle,004D0E90
Frozen Raisin,4000032C
Fulgurbloom,400050AC
Full Moon Crossbow,02910B20
Fur Leggings,1004950C
Fur Raiment,10049444
Furious Blade of Ansbach,401E9D1C
Furlcalling Finger Remedy,40000096
Furlcalling Finger Remedy,400000B6
Furled Finger's Trick-Mirror,200017C0
Furnace Keeper's Note,401EA3D9
Furnace Visage,401ED2C3
Gaius's Armor,102DEE34
Gaius's Gauntlets,102DEE98
Gaius's Greaves,102DEEFC
Gaius's Helm,102DEDD0
Gaol Lower Level Key,401EA3C6
Gaol Upper Level Key,401EA3C5
Gargoyle's Black Axe,00E704A0
Gargoyle's Black Blades,0099F610
Gargoyle's Black Halberd,01151980
Gargoyle's Blackblade,0030FB10
Gargoyle's Great Axe,00E6DD90
Gargoyle's Greatsword,0030ACF0
Gargoyle's Halberd,0114F270
Gargoyle's Twinblade,0099CF00
Gas Stone,401ED2B4
Gauntlets of Night,104DAB98
Gauntlets of Solitude,104E47D8
Gavel of Haima,40001018
Gazing Finger,0166E300
Gelmir Glintstone Staff,01F84D90
Gelmir Knight Armor (Altered),101ADF4C
Gelmir Knight Armor,101ADB64
Gelmir Knight Gauntlets,101ADBC8
Gelmir Knight Greaves,101ADC2C
Gelmir Knight Helm,101ADB00
Gelmir's Fury,400012CA
Ghiza's Wheel,01607A60
Ghost Glovewort [1],40002A9E
Ghost Glovewort [2],40002A9F
Ghost Glovewort [3],40002AA0
Ghost Glovewort [4],40002AA1
Ghost Glovewort [5],40002AA2
Ghost Glovewort [6],40002AA3
Ghost Glovewort [7],40002AA4
Ghost Glovewort [8],40002AA5
Ghost Glovewort [9],40002AA6
Ghost-Glovewort Picker's Bell Bearing [1],40002303
Ghost-Glovewort Picker's Bell Bearing [2],40002304
Ghost-Glovewort Picker's Bell Bearing [3],40002305
Ghostflame Bloom,401ED2B5
Ghostflame Breath,401E9FEC
Ghostflame Torch,016EF950
Giant Golden Arc,401EA29E
Giant Rat Ashes +1,40038E29
Giant Rat Ashes +10,40038E32
Giant Rat Ashes +2,40038E2A
Giant Rat Ashes +3,40038E2B
Giant Rat Ashes +4,40038E2C
Giant Rat Ashes +5,40038E2D
Giant Rat Ashes +6,40038E2E
Giant Rat Ashes +7,40038E2F
Giant Rat Ashes +8,40038E30
Giant Rat Ashes +9,40038E31
Giant Rat Ashes,40038E28
Giant's Prayerbook,40002298
Giant's Red Braid,01321760
Giant's Seal,02071AA0
Giant-Crusher,0160A170
Giantsflame Fire Pot,4000012E
Giantsflame Take Thee,400017D4
Gilded Foot Soldier Cap,101C3A90
Gilded Greatshield,01EC66B0
Gilded Iron Shield,01CBBF50
Glaive,01140810
Glass Shard,40002710
Glintblade Phalanx,400010CC
Glintblade Trio,401E9556
Glinting Nail,401E9100
Glintslab Firefly,401ED2A7
Glintstone Arc,40000FE6
Glintstone Breath,40001B80
Glintstone Cometshard,40000FB4
Glintstone Firefly,4000514C
Glintstone Icecrag,40001130
Glintstone Kris,001053B0
Glintstone Nail,401E9614
Glintstone Nails,401E961E
Glintstone Pebble,40000FA0
Glintstone Scarab,101D05B0
Glintstone Scrap,40000BEA
Glintstone Sorcerer Ashes +1,40035391
Glintstone Sorcerer Ashes +10,4003539A
Glintstone Sorcerer Ashes +2,40035392
Glintstone Sorcerer Ashes +3,40035393
Glintstone Sorcerer Ashes +4,40035394
Glintstone Sorcerer Ashes +5,40035395
Glintstone Sorcerer Ashes +6,40035396
Glintstone Sorcerer Ashes +7,40035397
Glintstone Sorcerer Ashes +8,40035398
Glintstone Sorcerer Ashes +9,40035399
Glintstone Sorcerer Ashes,40035390
Glintstone Staff,01F78A40
Glintstone Stars,40000FC8
Gloried Attire,104F31D4
Glovewort Crystal Tear,401EAFB4
Glovewort Picker's Bell Bearing [1],40002300
Glovewort Picker's Bell Bearing [2],40002301
Glovewort Picker's Bell Bearing [3],40002302
Glowstone,400007EE
Godfrey Icon,20000C12
Godrick Knight Armor (Altered),101B065C
Godrick Knight Armor,101B0274
Godrick Knight Gauntlets,101B02D8
Godrick Knight Greaves,101B033C
Godrick Knight Helm,101B0210
Godrick Soldier Ashes +1,4003D091
Godrick Soldier Ashes +10,4003D09A
Godrick Soldier Ashes +2,4003D092
Godrick Soldier Ashes +3,4003D093
Godrick Soldier Ashes +4,4003D094
Godrick Soldier Ashes +5,4003D095
Godrick Soldier Ashes +6,4003D096
Godrick Soldier Ashes +7,4003D097
Godrick Soldier Ashes +8,4003D098
Godrick Soldier Ashes +9,4003D099
Godrick Soldier Ashes,4003D090
Godrick Soldier Gauntlets,1019F168
Godrick Soldier Greaves,1019F1CC
Godrick Soldier Helm,1019F0A0
Godrick's Great Rune,400000BF
Godrick's Great Rune,40001FD4
Godskin Apostle Bracelets,1007F008
Godskin Apostle Hood,1007EF40
Godskin Apostle Robe,1007EFA4
Godskin Apostle Trousers,1007F06C
Godskin Noble Bracelets,10081718
Godskin Noble Hood,10081650
Godskin Noble Robe,100816B4
Godskin Noble Trousers,1008177C
Godskin Peeler,0098BD90
Godskin Prayerbook,40002299
Godskin Stitcher,005BB490
Godskin Swaddling Cloth,200013B0
Godslayer's Greatsword,003E1A70
Godslayer's Seal,0206F390
Gold Bracelets,100FDF48
Gold Firefly,4000514B
Gold Scarab,20000456
Gold Sewing Needle,40001FE2
Gold Waistwrap,100FDFAC
Gold-Pickled Fowl Foot,400004B0
Gold-Tinged Excrement,4000515E
Golden Arcs,401EA294
Golden Arrow,02FC5010
Golden Beast Crest Shield,01E9A790
Golden Bolt,031A8670
Golden Braid,20001BD0
Golden Centipede,40005154
Golden Epitaph,001F95F0
Golden Grease,401E8A16
Golden Great Arrow,030A80E0
Golden Greatshield,01EC3FA0
Golden Halberd,0113E100
Golden Horn Tender,401E894E
Golden Lightning Fortification,40001EDF
Golden Lion Shield,01E11C10
Golden Order Greatsword,00305ED0
Golden Order Principia,4000229E
Golden Order Principles,4000229F
Golden Order Seal,0207B6E0
Golden Rowa,400050F1
Golden Rune [10],40000B5D
Golden Rune [11],40000B5E
Golden Rune [12],40000B5F
Golden Rune [13],40000B60
Golden Rune [1],40000B54
Golden Rune [2],40000B55
Golden Rune [3],40000B56
Golden Rune [4],40000B57
Golden Rune [5],40000B58
Golden Rune [6],40000B59
Golden Rune [7],40000B5A
Golden Rune [8],40000B5B
Golden Rune [9],40000B5C
Golden Seed,4000271A
Golden Sunflower,400050CB
Golden Tailoring Tools,40001FFC
Golden Vow,400019C8
Golden Vow,401E90E2
Goldmask's Rags,100FDEE4
Golem Fist,0148ACA0
Golem Greatbow,02810590
Golem's Great Arrow,030A59D0
Golem's Halberd,0160C880
Golem's Magic Arrow,030AA7F0
Gostoc's Bell Bearing,400022D6
Gourmet Scorpion Stew,401E8931
Gourmet Scorpion Stew,401E8933
Gowry's Bell Bearing,400022F0
Grace Mimic,40000802
Grafted Blade Greatsword,003E8FA0
Grafted Dragon,014159A0
Grass Hair Ornament,100E09C0
Grave Cricket,401ED2B6
Grave Glovewort [1],40002A94
Grave Glovewort [2],40002A95
Grave Glovewort [3],40002A96
Grave Glovewort [4],40002A97
Grave Glovewort [5],40002A98
Grave Glovewort [6],40002A99
Grave Glovewort [7],40002A9A
Grave Glovewort [8],40002A9B
Grave Glovewort [9],40002A9C
Grave Keeper's Brainpan,401ED2B2
Grave Keeper's Cookbook [1],401EA900
Grave Keeper's Cookbook [2],401EA8F7
Grave Scythe,012211D0
Grave Violet,400050AE
Gravebird Anklets,104FCEDC
Gravebird Armor,104FD1FC
Gravebird Ashes,40219990
Gravebird Bracelets,104FCE78
Gravebird Helm,104FCDB0
Gravebird's Blackquill Armor,104FCE14
Gravekeeper Cloak (Altered),1004BF3C
Gravekeeper Cloak,1004BB54
Gravel Stone Seal,020741B0
Gravel Stone,40005177
Graven-Mass Talisman,20000BB9
Graven-School Talisman,20000BB8
Gravitational Missile,401E96E6
Gravity Stone Chunk,40000BFE
Gravity Stone Fan,40000BF4
Gravity Stone Peddler's Bell Bearing,400022F4
Gravity Well,40001270
Greasemonger's Bell Bearing,401EA749
Great Arrow,030A32C0
Great Club,015F41E0
Great Dragonfly Head,40003B06
Great Ghost Glovewort,40002AA7
Great Glintstone Shard,40000FA1
Great Grave Glovewort,40002A9D
Great Heal,40001916
Great Horned Headband,100493E0
Great Katana,03F6B5A0
Great Knife,0010A1D0
Great Mace,00B80560
Great Omenkiller Cleaver,00E52FE0
Great Oracular Bubble,400013F6
Great Rune of the Unborn,40002760
Great Stars,00B9DA20
Great Turtle Shell,01DB28A0
Great Épée,005BDBA0
Great-Jar's Arsenal,20000408
Greataxe,00E4E1C0
Greatblade Phalanx,400010CE
Greatbow,02817AC0
Greater Potentate's Cookbook [10],401EA8E3
Greater Potentate's Cookbook [11],401EA8E4
Greater Potentate's Cookbook [12],401EA8E0
Greater Potentate's Cookbook [13],401EA8E8
Greater Potentate's Cookbook [14],401EA8E9
Greater Potentate's Cookbook [1],401EA8DD
Greater Potentate's Cookbook [2],401EA8EB
Greater Potentate's Cookbook [3],401EA8E7
Greater Potentate's Cookbook [4],401EA8DE
Greater Potentate's Cookbook [5],401EA8DF
Greater Potentate's Cookbook [6],401EA8EA
Greater Potentate's Cookbook [7],401EA8E1
Greater Potentate's Cookbook [8],401EA8E6
Greater Potentate's Cookbook [9],401EA8E2
Greathelm,1010CCC8
Greathood,10186A00
Greathorn Hammer,00B74210
Greatjar,10512D40
Greatshield Soldier Ashes +1,4003C8C1
Greatshield Soldier Ashes +10,4003C8CA
Greatshield Soldier Ashes +2,4003C8C2
Greatshield Soldier Ashes +3,4003C8C3
Greatshield Soldier Ashes +4,4003C8C4
Greatshield Soldier Ashes +5,4003C8C5
Greatshield Soldier Ashes +6,4003C8C6
Greatshield Soldier Ashes +7,4003C8C7
Greatshield Soldier Ashes +8,4003C8C8
Greatshield Soldier Ashes +9,4003C8C9
Greatshield Soldier Ashes,4003C8C0
Greatshield Talisman,20001004
Greatsword of Damnation,00358EF0
Greatsword of Radahn (Light),00456D70
Greatsword of Radahn (Lord),00451F50
Greatsword of Solitude,00362B30
Greatsword,003D0900
Greaves of Night,104DABFC
Greaves of Solitude,104E483C
Green Turtle Talisman,2000047E
Greenburst Crystal Tear,40002B02
Greenspill Crystal Tear,40002AF9
Greyoll's Roar,40001BB2
Grossmesser,006D19B0
Guardian Bracers,100509D8
Guardian Garb (Full Bloom),10050974
Guardian Garb,10050D5C
Guardian Greaves,10050A3C
Guardian Mask,10050910
Guardian's Swordspear,01145630
Guilty Hood,10027100
Gurranq's Beast Claw,40001AAE
Haima Glintstone Crown,100F4240
Halberd,0112A880
Haligbone Arrow (Fletched),02FF3640
Haligbone Arrow,02FF5D50
Haligbone Bolt,031B70D0
Haligdrake Talisman +1,20000FC9
Haligdrake Talisman +2,20000FCA
Haligdrake Talisman,20000FC8
Haligtree Crest Greatshield,01EC8DC0
Haligtree Crest Surcoat,101AB454
Haligtree Gauntlets,101AB4B8
Haligtree Greaves,101AB51C
Haligtree Helm,101AB3F0
Haligtree Knight Armor (Altered),101BC9AC
Haligtree Knight Armor,101BC5C4
Haligtree Knight Gauntlets,101BC628
Haligtree Knight Greaves,101BC68C
Haligtree Knight Helm,101BC560
Haligtree Secret Medallion (Left),40001FEF
Haligtree Secret Medallion (Right),40001FF0
Haligtree Soldier Ashes +1,4003E419
Haligtree Soldier Ashes +10,4003E422
Haligtree Soldier Ashes +2,4003E41A
Haligtree Soldier Ashes +3,4003E41B
Haligtree Soldier Ashes +4,4003E41C
Haligtree Soldier Ashes +5,4003E41D
Haligtree Soldier Ashes +6,4003E41E
Haligtree Soldier Ashes +7,4003E41F
Haligtree Soldier Ashes +8,4003E420
Haligtree Soldier Ashes +9,4003E421
Haligtree Soldier Ashes,4003E418
Halo Scythe,012238E0
Hammer Talisman,20000816
Hammer,00A91140
Hand Axe,00D5EDA0
Hand Ballista,029F6300
Hand of Malenia,0089A260
Harp Bow,0262CF30
Hawk Crest Wooden Shield,01DD2470
Heal from Afar,401E9D80
Heal,40001915
Heart of Bayle,401EA3CB
Heater Shield,01DE0ED0
Heavy Crossbow,029095F0
Hefty Beast Bone,40003BED
Hefty Cracked Pot,401EA99C
Hefty Fetid Pot,401E85CA
Hefty Fire Pot,401E85AC
Hefty Fly Pot,401E85D4
Hefty Freezing Pot,401E85E8
Hefty Frenzied Flame Pot,401E86EC
Hefty Furnace Pot,401E8728
Hefty Lightning Pot,401E85C0
Hefty Magic Pot,401E8714
Hefty Oil Pot,401E85FC
Hefty Poison Pot,401E85F2
Hefty Rancor Pot,401E870A
Hefty Red Lightning Pot,401E8732
Hefty Rock Pot,401E85B6
Hefty Rot Pot,401E871E
Hefty Volcano Pot,401E86D8
Helm of Night,104DAAD0
Helm of Solitude,104E4710
Helphen's Steeple,002FC290
Herba,400050D2
Herbalist's Bell Bearing,401EA746
Hermit Merchant's Bell Bearing [1],400022E1
Hermit Merchant's Bell Bearing [2],400022E8
Hermit Merchant's Bell Bearing [3],400022EA
Hero's Rune [1],40000B62
Hero's Rune [2],40000B63
Hero's Rune [3],40000B64
Hero's Rune [4],40000B65
Hero's Rune [5],40000B66
Hierodas Glintstone Crown,100F1B30
High Page Clothes (Altered),101E61BC
High Page Clothes,101E5DD4
High Page Hood,101E5D70
High Priest Gloves,104D3668
High Priest Hat,104D35A0
High Priest Robe,104D3604
High Priest Undergarments,104D36CC
Highland Attire,104F35BC
Highland Axe,00D72620
Highwayman Cloth Armor,101E36C4
Highwayman Gauntlets,101E3728
Highwayman Hood,101E3660
Hole-Laden Necklace,401EA3C8
